Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
85,Marine VHF Channel 69 Intership & Port Operations,156.475,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
86,Marine VHF Channel 70 Selcal (no voice comms),156.525,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
87,Marine VHF Channel 71 Port Ops,156.575,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
88,Marine VHF Channel 72 Intership Working,156.625,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
89,Marine VHF Channel 73 Coastguard Working,156.675,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
90,Marine VHF Channel 74 Port Ops,156.725,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
91,Marine VHF Channel 75 Port Ops,156.775,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
92,Marine VHF Channel 76 Port Ops,156.825,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
93,Marine VHF Channel 77 Intership Working,156.875,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
94,Marine VHF Channel 78 Ship to Shore Public & Port Ops Duplex (shore 161.525)(CH 1078 Simplex),156.925,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
95,Marine VHF Channel 78 Shore to Ship Public & Port Ops Duplex (shore 156.925)(CH 2078 Simplex),161.525,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
96,Marine VHF Channel 79 Ship to Shore Port Ops Duplex (shore 161.575)(CH 1079 Simplex),156.975,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
97,Marine VHF Channel 79 Shore to Ship Port Ops Duplex (shore 156.975)(CH 2079 Simplex),161.575,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
98,Marine VHF Channel 80 Ship to Shore Marina and Port Ops Duplex (shore 161.625),157.025,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine VHF (156-162MHz),,,,
