Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
41,Marine UHF 41,467.638,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
42,Marine UHF 42,467.65,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
43,Marine UHF 43,467.663,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
44,Marine UHF 44,467.675,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
45,Marine UHF 45,467.688,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
46,Marine UHF 46,467.7,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
47,Marine UHF 47,467.713,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
48,Marine UHF 48,467.725,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
49,Marine UHF 49,467.738,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
50,Marine UHF 50,467.75,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
51,Marine UHF 51,467.763,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
52,Marine UHF 52,467.775,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
53,Marine UHF 53,467.788,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
54,Marine UHF 54,467.8,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
55,Marine UHF 55,467.813,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
56,Marine UHF 56,467.825,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
57,Marine UHF 57,467.838,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
58,Marine UHF 58,467.85,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,Marine UHF (457-467MHz),,,,
