Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
42,RU75,430.9375,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
43,RU76,430.95,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
44,RU77,430.9625,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
45,RU78,430.975,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
46,RU79,430.9875,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
47,U272,433.4,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
48,U274,433.425,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
49,U276,433.45,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
50,U278,433.475,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
51,U280 FM Calling,433.5,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
52,U282,433.525,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
53,U284,433.55,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
54,U288,433.575,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
