Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
85,RU67,430.8375,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
86,RU68,430.85,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
87,RU69,430.8625,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
88,RU70,430.875,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
89,RU71,430.8875,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
90,RU72,430.9,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
91,RU73,430.9125,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
92,RU74,430.925,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
93,RU75,430.9375,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
94,RU76,430.95,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
95,RU77,430.9625,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
96,RU78,430.975,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
97,RU79,430.9875,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
98,U272,433.4,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
99,U274,433.425,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
100,U276,433.45,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
101,U278,433.475,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
102,U280 FM Calling,433.5,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
103,U282,433.525,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
104,U284,433.55,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
105,U288,433.575,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,70cm Amateur Band (430-440MHz),,,,
106,EGPD (ABERDEEN) UNKNOWN,455.8125,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
107,EGAC (BELFAST CITY) TOWER,455.4875,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
108,EGAA (BELFAST INTERNATIONAL) TOWER,455.8375,,0.0,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.5,,4.0W,UHF Airport Uplinks (455-456MHz),,,,
